feature distribution of C1 in region 1 - 6
Region_1
Subject#12,0.000000,0.000000,0.000000,0.000000,0.117194,0.000000,0.000000,0.000000,0.000000,0.000000,0.036762,0.000000,0.000000,0.016968,0.176016,0.000000,0.130313,0.000000,0.063414,0.000000,0.233412,0.075935,0.000000,0.088461,0.000000,0.000000,0.000000,0.000000,0.000000,0.034825,
Subject#13,0.000000,0.000000,0.000000,0.003677,0.000000,0.000000,0.000000,0.061158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.186335,0.000000,0.000000,0.079765,0.000000,0.235575,0.000000,0.000000,0.000000,0.000000,0.148889,0.000000,0.000000,0.000000,0.000000,0.097010,
Subject#14,0.000000,0.000000,0.036001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.088612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.179107,0.000000,0.000000,0.000000,0.068730,0.000000,0.020684,0.000000,0.000000,0.000000,
Subject#15,0.168425,0.000000,0.000000,0.000000,0.054122,0.211882,0.139079,0.181596,0.227497,0.101005,0.000000,0.091713,0.113883,0.000000,0.000000,0.069130,0.122092,0.000000,0.300053,0.000000,0.000000,0.386291,0.127094,0.075123,0.132255,0.000000,0.000000,0.000000,0.000000,0.000000,
Region_2
Subject#1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.155386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013145,0.198938,0.000000,0.265591,0.000000,0.141478,0.000000,0.087719,0.087269,0.000000,0.000000,
Subject#2,0.000000,0.000000,0.201862,0.089013,0.000000,0.227576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.319893,0.000000,0.000000,0.000000,0.200011,0.000000,0.000000,0.000000,0.000000,0.000000,0.201502,0.385370,0.396496,0.000000,0.000000,0.000000,0.000000,
Subject#3,0.169180,0.376534,0.000000,0.000000,0.341564,0.146115,0.000000,0.000000,0.351111,0.000000,0.000000,0.123899,0.544048,0.000000,0.078266,0.297873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195941,0.000000,0.000000,0.371826,0.000000,0.404645,0.068871,0.037838,
Subject#4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050932,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020069,0.000000,0.000000,0.000000,0.000000,
Subject#5,0.019237,0.051486,0.157075,0.000000,0.008420,0.000000,0.000000,0.199126,0.000000,0.000000,0.000000,0.000000,0.000000,0.203900,0.097532,0.000000,0.000000,0.000000,0.143256,0.041857,0.160111,0.000000,0.000000,0.000000,0.143047,0.000000,0.118995,0.000000,0.000000,0.000000,
Subject#6,0.000000,0.113443,0.155111,0.071686,0.000000,0.254343,0.176208,0.130609,0.018227,0.276085,0.210462,0.000000,0.000000,0.104431,0.319385,0.000000,0.074239,0.000000,0.187823,0.373156,0.301623,0.144848,0.296140,0.000000,0.000000,0.129795,0.000000,0.229298,0.000000,0.251191,
Subject#7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.219456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#8,0.166918,0.000000,0.092441,0.161684,0.066177,0.347434,0.193901,0.055042,0.171397,0.004383,0.130641,0.049136,0.154798,0.095365,0.014766,0.254091,0.151986,0.172575,0.000000,0.000000,0.175346,0.226832,0.000000,0.223346,0.166036,0.220234,0.029072,0.000000,0.058897,0.119669,
Subject#9,0.000000,0.169429,0.000000,0.011789,0.000000,0.000000,0.000000,0.000000,0.076273,0.000000,0.000000,0.000000,0.000000,0.079581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.085063,0.000000,0.129476,0.019729,0.000000,0.221959,0.000000,0.025584,
Subject#10,0.000000,0.000000,0.000000,0.000000,0.000000,0.130303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034633,0.000000,0.000000,0.373041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#11,0.000000,0.211049,0.062308,0.000000,0.000000,0.000000,0.040505,0.000000,0.000000,0.191888,0.000000,0.030041,0.054881,0.193454,0.000000,0.000000,0.023485,0.084752,0.084403,0.000000,0.000000,0.186429,0.000000,0.000000,0.063205,0.326701,0.229985,0.000000,0.166065,0.131402,
Subject#12,0.037034,0.000000,0.310138,0.186006,0.268614,0.159990,0.000000,0.218751,0.060418,0.150787,0.000000,0.129625,0.000000,0.252288,0.116015,0.149783,0.252437,0.204472,0.232544,0.197187,0.209264,0.215115,0.000000,0.000000,0.134020,0.073880,0.137449,0.144910,0.000000,0.000000,
Subject#13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025878,0.000000,0.000000,0.000000,0.000000,
Subject#14,0.000000,0.225273,0.272908,0.114151,0.000000,0.000000,0.000000,0.332331,0.000000,0.229643,0.000000,0.000000,0.424449,0.357069,0.000000,0.268578,0.000000,0.000000,0.000000,0.238447,0.289370,0.261409,0.140368,0.000000,0.402301,0.078173,0.107491,0.000000,0.000000,0.000000,
Subject#15,0.000000,0.000000,0.000000,0.000000,0.000000,0.096738,0.046840,0.035621,0.000000,0.224550,0.117119,0.010681,0.243766,0.000000,0.000000,0.108805,0.114799,0.000000,0.000000,0.076452,0.000000,0.141703,0.000000,0.271557,0.000000,0.000000,0.146133,0.000000,0.000000,0.000000,
Region_3
Subject#1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042229,0.000000,0.000000,0.047559,0.009939,0.004408,0.048419,0.000000,0.000000,0.000000,0.028873,0.131223,0.000000,0.057481,0.051818,0.047148,0.000000,0.092033,0.000000,0.000000,0.000000,
Subject#2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034906,0.000000,0.000000,0.026664,0.000000,
Subject#3,0.120167,0.164590,0.166926,0.000000,0.000000,0.089160,0.157977,0.078267,0.000000,0.222715,0.206757,0.000000,0.000000,0.127069,0.176271,0.000000,0.122787,0.000000,0.175814,0.145745,0.223838,0.000000,0.077765,0.075780,0.248485,0.047450,0.000000,0.158636,0.271762,0.338796,
Subject#4,0.187325,0.143637,0.116227,0.254617,0.049805,0.000000,0.123267,0.127908,0.097114,0.000000,0.070297,0.210842,0.161267,0.000000,0.100577,0.000000,0.000000,0.123291,0.014158,0.055155,0.000000,0.000000,0.000000,0.000000,0.000000,0.041010,0.103322,0.184385,0.106481,0.157964,
Subject#5,0.000000,0.000000,0.000000,0.096735,0.000000,0.000000,0.000000,0.132042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.081813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#6,0.000000,0.000000,0.067917,0.080420,0.000000,0.220027,0.000000,0.000000,0.081190,0.043192,0.168172,0.247764,0.000000,0.069131,0.102228,0.225389,0.246435,0.000000,0.000000,0.103672,0.270452,0.000000,0.258797,0.000000,0.000000,0.000000,0.120438,0.000000,0.166536,0.219839,
Subject#7,0.000000,0.000000,0.196349,0.011346,0.300102,0.000000,0.355812,0.000000,0.000000,0.124989,0.129619,0.000000,0.237536,0.000000,0.000000,0.000000,0.000000,0.124402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052879,0.093982,0.132292,0.161851,0.000000,
Subject#8,0.000000,0.293021,0.129415,0.287364,0.196165,0.284872,0.232301,0.210017,0.229395,0.112213,0.142594,0.000000,0.277784,0.000000,0.000000,0.000000,0.211369,0.155454,0.142293,0.161217,0.000000,0.246318,0.255489,0.347757,0.201952,0.352905,0.241935,0.312418,0.000000,0.000000,
Subject#9,0.000000,0.046626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079628,0.000000,0.000000,0.066422,0.000000,0.000000,0.156518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#10,0.062358,0.047575,0.283682,0.000000,0.402425,0.274331,0.306517,0.318930,0.457211,0.183327,0.000000,0.000000,0.282777,0.000000,0.000000,0.222950,0.356959,0.000000,0.000000,0.037616,0.274987,0.000000,0.096053,0.385990,0.128863,0.320162,0.332516,0.000000,0.357171,0.458790,
Subject#11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058650,0.069882,0.057934,0.055652,0.000000,0.057536,0.000000,0.129248,0.000000,0.000000,0.000000,0.038280,0.097475,0.000000,0.000000,0.000000,0.000000,0.094807,0.081302,0.116437,0.101023,0.059553,0.014076,0.006178,
Subject#12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022640,0.000000,0.008841,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#13,0.000000,0.025213,0.312780,0.000000,0.000000,0.130403,0.000000,0.134529,0.240640,0.250535,0.000000,0.079373,0.155671,0.000000,0.000000,0.274760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.145414,0.257107,0.000000,0.000000,0.069200,0.000000,0.021301,0.000000,
Subject#14,0.000000,0.197617,0.000000,0.015450,0.058997,0.000000,0.164053,0.095400,0.161813,0.165358,0.065637,0.000000,0.112625,0.023388,0.000000,0.035286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.098980,0.014814,0.000000,0.000000,0.122615,0.129422,0.096667,0.000000,
Subject#15,0.000000,0.041830,0.182274,0.212678,0.000000,0.027580,0.063732,0.076326,0.106531,0.095389,0.068561,0.000000,0.000000,0.000000,0.114510,0.120960,0.000000,0.000000,0.166890,0.182592,0.050054,0.194802,0.000000,0.000000,0.097706,0.074522,0.000000,0.000000,0.000000,0.230848,
Region_4
Subject#1,0.000000,0.000000,0.000000,0.015351,0.000000,0.138248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048485,0.000000,0.059199,0.000000,0.000000,0.000000,0.047680,0.000000,0.000000,0.000000,0.000000,0.012090,0.000000,0.000000,0.000000,
Subject#2,0.000000,0.000000,0.011017,0.000000,0.033333,0.000000,0.060858,0.000000,0.078633,0.000000,0.000000,0.023034,0.000000,0.031670,0.037454,0.125450,0.000000,0.000000,0.000000,0.020241,0.000000,0.000000,0.000000,0.046697,0.000000,0.000000,0.135385,0.062682,0.113739,0.000000,
Subject#3,0.000000,0.000000,0.089888,0.000000,0.000000,0.063261,0.014756,0.000000,0.081130,0.000000,0.000000,0.000000,0.000000,0.074237,0.000000,0.000000,0.105567,0.000000,0.208902,0.142601,0.000000,0.020949,0.000000,0.091969,0.000000,0.000000,0.086710,0.070493,0.000000,0.000000,
Subject#4,0.000000,0.144573,0.000000,0.000000,0.000000,0.000000,0.005629,0.022266,0.012996,0.000000,0.000000,0.006016,0.065656,0.000000,0.000000,0.000000,0.000000,0.017230,0.049201,0.000000,0.000000,0.000000,0.020184,0.000000,0.000000,0.028365,0.000000,0.000000,0.040137,0.070372,
Subject#5,0.000000,0.289677,0.302974,0.297131,0.246264,0.000000,0.000000,0.000000,0.317379,0.000000,0.000000,0.273843,0.085316,0.000000,0.079174,0.105129,0.165619,0.000000,0.000000,0.000000,0.000000,0.086663,0.000000,0.000000,0.222326,0.000000,0.062006,0.229490,0.239143,0.000000,
Subject#6,0.000000,0.088438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028421,0.002253,
Subject#7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041905,0.021214,0.055754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#9,0.212560,0.206244,0.159322,0.130912,0.000000,0.088804,0.000000,0.083351,0.000000,0.000000,0.140497,0.157347,0.000000,0.008627,0.067733,0.000000,0.029577,0.153202,0.215581,0.138969,0.108735,0.172477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#10,0.000000,0.000000,0.000000,0.107683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059016,0.000000,0.000000,0.011135,0.000000,0.000000,0.062461,0.124256,0.028848,0.000000,
Subject#11,0.000000,0.000000,0.000000,0.000000,0.000000,0.033480,0.078994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068470,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003856,0.090240,0.000000,0.038842,0.000000,0.000000,0.096246,0.000000,0.036979,
Subject#12,0.082626,0.000000,0.041420,0.000000,0.000000,0.203327,0.209742,0.000000,0.029334,0.082663,0.000000,0.037220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021350,0.000000,0.026077,0.000000,0.000000,0.000000,0.131928,0.000000,0.117557,
Subject#13,0.000000,0.064513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057096,0.137279,0.000000,0.000000,0.012216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#14,0.000000,0.160360,0.092135,0.000000,0.060578,0.000000,0.013219,0.000000,0.000000,0.042102,0.046880,0.000000,0.129763,0.000000,0.000000,0.000000,0.000000,0.000000,0.123241,0.094951,0.000000,0.000000,0.007825,0.000000,0.000000,0.000000,0.000000,0.010075,0.000000,0.000000,
Subject#15,0.043020,0.121393,0.000000,0.000000,0.000000,0.000000,0.131269,0.036318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.116885,0.000000,0.125571,0.000000,0.000000,0.137129,0.000000,0.027510,0.000000,0.000000,0.052427,0.206411,0.000000,0.000000,0.000000,0.127393,
Region_5
Subject#1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#2,0.000000,0.034213,0.000000,0.000000,0.000000,0.000000,0.000000,0.017669,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028374,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032124,0.000000,0.035663,0.000000,0.000000,0.000000,0.035163,0.000000,0.007035,0.000000,0.000000,0.000000,
Subject#4,0.000000,0.036881,0.000000,0.000000,0.023328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014633,0.000000,0.068497,0.000000,0.043166,0.040585,
Subject#5,0.093730,0.195633,0.115690,0.128713,0.021855,0.096981,0.095966,0.000000,0.000000,0.117194,0.128574,0.172893,0.066702,0.142244,0.160409,0.147567,0.100264,0.115458,0.139124,0.095651,0.089057,0.189704,0.140416,0.154177,0.000000,0.141553,0.187450,0.112386,0.133975,0.055367,
Subject#6,0.084232,0.000000,0.069683,0.000000,0.094411,0.090526,0.000000,0.104692,0.000000,0.000000,0.000000,0.010475,0.027909,0.044421,0.015712,0.100583,0.102146,0.096627,0.063886,0.021552,0.029391,0.146548,0.058177,0.120302,0.083455,0.037949,0.000000,0.060815,0.023034,0.000000,
Subject#7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055507,0.000000,0.000000,0.064101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001552,0.041674,0.000000,0.000000,0.000000,0.000000,0.000000,0.058555,0.000000,0.000000,0.000000,
Subject#8,0.036764,0.000000,0.000000,0.000000,0.108854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020418,0.027761,0.000000,0.055835,0.000000,0.000000,0.095657,0.000000,0.018504,0.000000,0.000000,0.000000,0.059915,0.065892,0.000000,0.000000,0.047963,
Subject#9,0.048874,0.080248,0.000000,0.063692,0.000000,0.000000,0.097280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.088657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#10,0.000000,0.000000,0.017375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051396,0.000000,0.000000,0.000000,0.048903,0.000000,0.000000,0.010080,0.000000,0.000000,0.000000,0.009754,0.031632,0.000000,0.081041,0.000000,0.071004,
Subject#11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071325,0.000000,0.000000,0.039656,0.000000,0.000000,0.000000,0.000000,0.000000,0.049272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003139,0.000000,0.008316,0.000000,0.000000,0.000000,
Subject#12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.087807,0.000000,0.000000,0.028484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.084414,0.000000,0.000000,0.000000,
Subject#13,0.013143,0.000000,0.000000,0.039444,0.004590,0.070808,0.000000,0.000000,0.000000,0.004179,0.000000,0.002696,0.000000,0.031055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006457,0.000000,0.000000,0.000000,0.000000,0.000000,0.045517,0.048602,0.000000,0.086064,
Subject#14,0.048063,0.087054,0.000000,0.000000,0.000000,0.002155,0.048791,0.000000,0.014771,0.021609,0.012388,0.030102,0.000000,0.051093,0.059363,0.000000,0.048864,0.039662,0.014325,0.000000,0.025844,0.024390,0.049361,0.000000,0.000000,0.067047,0.003643,0.028911,0.035373,0.053334,
Subject#15,0.054046,0.000000,0.000000,0.040634,0.119340,0.105210,0.000000,0.000000,0.078436,0.060769,0.023354,0.071683,0.053841,0.075519,0.071368,0.000000,0.000000,0.098394,0.000000,0.000000,0.047750,0.000000,0.091410,0.000000,0.000000,0.068225,0.000000,0.079897,0.000000,0.069759,
Region_6
Subject#1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021775,0.000000,0.000000,0.047982,0.000000,0.000000,0.000000,0.000000,0.000000,0.013673,0.000000,0.000000,0.000000,0.000000,0.000000,0.011870,0.000000,0.016564,0.000000,0.000000,0.000000,
Subject#2,0.000000,0.000000,0.002382,0.000000,0.018642,0.000000,0.007247,0.000000,0.010579,0.017845,0.007696,0.000000,0.012263,0.000000,0.002870,0.002394,0.023626,0.000000,0.000000,0.000000,0.013544,0.000000,0.000622,0.000000,0.000000,0.000000,0.000000,0.003185,0.003688,0.000000,
Subject#3,0.000000,0.009171,0.004274,0.005420,0.033923,0.000000,0.000000,0.008020,0.000000,0.003327,0.004284,0.002378,0.000000,0.002244,0.028555,0.012600,0.000000,0.009455,0.014554,0.000000,0.000000,0.020733,0.000000,0.000000,0.030367,0.017424,0.016273,0.000587,0.019041,0.008875,
Subject#4,0.024822,0.000000,0.000000,0.000000,0.000000,0.017736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026623,0.000000,0.019878,0.000000,0.014765,0.004677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008162,0.000000,0.000000,0.000000,0.000000,
Subject#5,0.000000,0.000110,0.000000,0.016766,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015375,0.000000,0.000000,0.000000,0.005800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001473,0.005801,0.000000,0.009723,0.000000,0.007082,0.000000,0.000000,0.000000,
Subject#8,0.000000,0.000000,0.002066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010389,0.000000,0.000000,0.000000,
Subject#9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013176,0.000000,0.000000,0.001433,0.000000,0.000000,0.004323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#10,0.000000,0.001119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#11,0.000000,0.000000,0.000000,0.003655,0.000000,0.000000,0.000000,0.000000,0.045699,0.000000,0.013341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005211,0.000000,0.000000,0.000000,0.015938,0.000000,0.026941,0.000000,0.000000,
Subject#12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013475,0.000000,0.005086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
Subject#13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021669,0.000000,0.000000,0.000000,0.005647,
