1.000000,1,1,14.100503
1.000000,1,2,7.249763
1.000000,1,3,8.954891
1.000000,1,4,4.618596
1.000000,1,5,30.826275
1.000000,1,6,19.067621
1.000000,1,7,34.441280
1.000000,1,1,10.792583
1.000000,1,2,7.809872
1.000000,1,3,15.129353
1.000000,1,4,12.737275
1.000000,1,5,16.120074
1.000000,1,6,5.479814
1.000000,1,7,16.021824
1.000000,1,8,6.672805
1.000000,1,1,3.601792
1.000000,1,2,9.192524
1.000000,1,3,6.619210
1.000000,1,4,6.506914
1.000000,1,5,10.924528
1.000000,1,1,8.529572
1.000000,1,2,10.945517
1.000000,1,3,10.752545
1.000000,1,4,15.730047
1.000000,1,1,8.269080
1.000000,1,2,6.944908
1.000000,1,3,17.512813
1.000000,1,4,16.354271
1.000000,1,5,18.637619
1.000000,1,6,8.478113
1.000000,1,7,8.636575
1.000000,1,1,10.141178
1.000000,1,2,4.893848
1.000000,1,3,18.724771
1.000000,1,1,5.861919
1.000000,1,2,10.272125
1.000000,1,3,15.007162
1.000000,1,4,10.337583
1.000000,1,5,17.547967
1.000000,1,6,18.615673
1.000000,1,7,4.732035
1.000000,1,1,9.953562
1.000000,1,2,10.022470
1.000000,1,3,7.225373
1.000000,1,4,10.985666
1.000000,1,5,28.149090
1.000000,1,6,32.448170
0.000000,1,1,1.826582
1.000000,1,2,11.699788
1.000000,1,3,9.569448
1.000000,1,4,12.352662
1.000000,1,1,16.716626
1.000000,1,2,10.009926
1.000000,1,3,7.743320
1.000000,1,4,18.926746
1.000000,1,5,10.775251
1.000000,1,6,17.073207
1.000000,1,7,12.401762
1.000000,1,8,7.206171
1.000000,1,9,14.374658
1.000000,1,1,2.025112
1.000000,1,2,10.013213
1.000000,1,3,10.204261
1.000000,1,1,17.799361
1.000000,1,2,24.310249
1.000000,1,3,8.595809
1.000000,1,4,16.215062
1.000000,1,5,10.044269
1.000000,1,6,28.685973
1.000000,1,1,5.909697
1.000000,1,2,10.029785
1.000000,1,3,16.128414
1.000000,1,4,21.443280
1.000000,1,5,14.365284
1.000000,1,6,21.068408
1.000000,1,7,6.701594
1.000000,1,8,7.040364
1.000000,1,9,22.043774
